"","x"
"1",0.959777414798737
"2",0.402088224887848
"3",0
"4",0.34793546795845
"5",0.0838451012969017
"6",0.0487055554986
"7",0.857017159461975
"8",0.143002957105637
"9",0
"10",0.581660091876984
"11",0.924859404563904
"12",0.94427615404129
"13",0.519506335258484
"14",0.546084880828857
"15",0.961273193359375
"16",0.829024970531464
"17",0.352872759103775
"18",0.007936074398458
"19",0.529478132724762
"20",0.494138300418854
"21",0.0150096230208874
"22",0.729352235794067
"23",0.566572904586792
"24",0
"25",0.748256146907806
"26",0.219083949923515
"27",0.233827486634254
"28",0.901680469512939
"29",0
"30",0.872627019882202
"31",0.236325889825821
"32",0.84874951839447
"33",0.436223834753036
"34",0.957111239433289
"35",0.483472466468811
"36",0.719241559505463
"37",0.23249277472496
"38",0.378182083368301
"39",0.744902551174164
"40",0.501550436019897
"41",0.0701992586255074
"42",0
"43",0.7713902592659
"44",0.842150926589966
"45",0.684430301189423
"46",0.685031056404114
"47",0.980202972888947
"48",0.137041345238686
"49",0.33607229590416
"50",0.849565923213959
"51",0.865535914897919
"52",0
"53",0.630348026752472
"54",0.335882931947708
"55",0.34477287530899
"56",0.603348910808563
"57",0.506491363048553
"58",0.248785808682442
"59",0.934515535831451
"60",0.398242115974426
"61",0.752095341682434
"62",0.172759011387825
"63",0.907448530197144
"64",0
"65",0.8095583319664
"66",0.618814468383789
"67",0.865739941596985
"68",0
"69",0.98661071062088
"70",0.553911983966827
"71",0.703688025474548
"72",0.257655441761017
"73",0.57500547170639
"74",0.755227506160736
"75",0.673904776573181
"76",0.445873767137527
"77",0.725593328475952
"78",0.551308453083038
"79",0.635533034801483
"80",0.612945795059204
"81",0.864722847938538
"82",0.307888209819794
"83",0.187338262796402
"84",0.105348259210587
"85",0
"86",0.972759246826172
"87",0.208539396524429
"88",0
"89",0.717878758907318
"90",0.806794106960297
"91",0.553934276103973
"92",0.608418345451355
"93",0.747616589069366
"94",0.47429347038269
"95",0.627856373786926
"96",0.673580527305603
"97",0.263935476541519
"98",0.663626790046692
